specimen_id,matrix,scenario,expected_grade,metadata_complete,terminology_valid,traceability_ok,monitoring_ok,documentation_ok,semantic_compatible,P_pre_severity,P_pre_code,P_cent1_severity,P_cent1_code,P_cent2_severity,P_cent2_code,P_post_severity,P_post_code,P_store_severity,P_store_code,P_warm_severity,P_warm_code,P_cold_severity,P_cold_code,P_fix_severity,P_fix_code,P_fixTime_severity,P_fixTime_code,G_gov,P_bio,RCS,score_based_grade,final_grade,grade_route,nearest_threshold,threshold_margin
fluid_mild_suboptimal_446,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1082784655330056,P_pre_mild_suboptimal,0.12380286723012711,P_cent1_mild_suboptimal,0.13393407378936292,P_cent2_mild_suboptimal,0.11140632132824183,P_post_mild_suboptimal,0.12310336397634375,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,11.750448238309133,88.24955176169087,Grade B,Grade B,Score-based certification,10,1.7504482383091329
fluid_mild_suboptimal_447,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.12818288231236238,P_pre_mild_suboptimal,0.11377124840669142,P_cent1_mild_suboptimal,0.12336438885345248,P_cent2_mild_suboptimal,0.1357911366030641,P_post_mild_suboptimal,0.12875504260087692,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,12.720397881088974,87.27960211891103,Grade B,Grade B,Score-based certification,10,2.7203978810889744
fluid_mild_suboptimal_448,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.10560525828908054,P_pre_mild_suboptimal,0.10643898481615063,P_cent1_mild_suboptimal,0.11519667522303026,P_cent2_mild_suboptimal,0.10252861569311089,P_post_mild_suboptimal,0.1014536788947268,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,10.503623559375367,89.49637644062463,Grade B,Grade B,Score-based certification,10,0.5036235593753666
fluid_mild_suboptimal_449,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1351360193100128,P_pre_mild_suboptimal,0.13370165930284478,P_cent1_mild_suboptimal,0.12849442143750883,P_cent2_mild_suboptimal,0.12437552870548593,P_post_mild_suboptimal,0.10070711010597871,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,12.34973800997733,87.65026199002267,Grade B,Grade B,Score-based certification,10,2.3497380099773295
fluid_mild_suboptimal_450,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.15874526044068074,P_pre_mild_suboptimal,0.1487562589394364,P_cent1_mild_suboptimal,0.1286207350399614,P_cent2_mild_suboptimal,0.12280409940309099,P_post_mild_suboptimal,0.13676255344450583,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,14.155054871886048,85.84494512811395,Grade B,Grade B,Score-based certification,10,4.155054871886048
fluid_mild_suboptimal_451,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.20866525726256474,P_pre_mild_suboptimal,0.17755283086436746,P_cent1_mild_suboptimal,0.17387740450069192,P_cent2_mild_suboptimal,0.17837782596357207,P_post_mild_suboptimal,0.18082186898327246,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,18.750127469702626,81.24987253029738,Grade B,Grade B,Score-based certification,20,1.2498725302973739
fluid_mild_suboptimal_452,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.11426015884867381,P_pre_mild_suboptimal,0.09775769860494915,P_cent1_mild_suboptimal,0.14222034308535703,P_cent2_mild_suboptimal,0.15615165737381925,P_post_mild_suboptimal,0.14788480169207388,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,13.136526865166253,86.86347313483375,Grade B,Grade B,Score-based certification,10,3.1365268651662532
fluid_mild_suboptimal_453,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.17317703390870326,P_pre_mild_suboptimal,0.18469478521167132,P_cent1_mild_suboptimal,0.19215654959107298,P_cent2_mild_suboptimal,0.17306371704178225,P_post_mild_suboptimal,0.19112193484158693,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,18.126621003222215,81.87337899677779,Grade B,Grade B,Score-based certification,20,1.8733789967777845
fluid_mild_suboptimal_454,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.14690311082392005,P_pre_mild_suboptimal,0.1712912404483032,P_cent1_mild_suboptimal,0.1732059741983932,P_cent2_mild_suboptimal,0.14075708944813864,P_post_mild_suboptimal,0.1597175664529325,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,15.516602623712167,84.48339737628783,Grade B,Grade B,Score-based certification,20,4.483397376287833
fluid_mild_suboptimal_455,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.15941209152537766,P_pre_mild_suboptimal,0.15507094832925236,P_cent1_mild_suboptimal,0.16105385696419736,P_cent2_mild_suboptimal,0.14875524155333386,P_post_mild_suboptimal,0.15917987164881306,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,15.673567162629093,84.3264328373709,Grade B,Grade B,Score-based certification,20,4.326432837370907
fluid_mild_suboptimal_456,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1747169322831635,P_pre_mild_suboptimal,0.15393998152984167,P_cent1_mild_suboptimal,0.1548754856018796,P_cent2_mild_suboptimal,0.17459988129809878,P_post_mild_suboptimal,0.16819831293939286,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,16.796317996908122,83.20368200309187,Grade B,Grade B,Score-based certification,20,3.2036820030918776
fluid_mild_suboptimal_457,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.11344384676580826,P_pre_mild_suboptimal,0.14065078989414886,P_cent1_mild_suboptimal,0.13419077953162567,P_cent2_mild_suboptimal,0.14125848134520577,P_post_mild_suboptimal,0.13246008507612572,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,12.991656800509997,87.00834319949,Grade B,Grade B,Score-based certification,10,2.991656800509997
fluid_mild_suboptimal_458,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.161500290375215,P_pre_mild_suboptimal,0.15378507512530618,P_cent1_mild_suboptimal,0.1866942715219269,P_cent2_mild_suboptimal,0.1680678809715438,P_post_mild_suboptimal,0.1587615195662691,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,16.349123161942916,83.65087683805709,Grade B,Grade B,Score-based certification,20,3.6508768380570835
fluid_mild_suboptimal_459,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.18268871656368396,P_pre_mild_suboptimal,0.1502555521860181,P_cent1_mild_suboptimal,0.17561986337075391,P_cent2_mild_suboptimal,0.13509892740501125,P_post_mild_suboptimal,0.12405915719900684,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,15.294150891483726,84.70584910851628,Grade B,Grade B,Score-based certification,20,4.705849108516274
fluid_mild_suboptimal_460,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.17889406021158327,P_pre_mild_suboptimal,0.16632657220212207,P_cent1_mild_suboptimal,0.15536446197109688,P_cent2_mild_suboptimal,0.15041836780601198,P_post_mild_suboptimal,0.1670615708563972,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,16.600271636620466,83.39972836337954,Grade B,Grade B,Score-based certification,20,3.399728363379534
fluid_mild_suboptimal_461,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.13118208301579548,P_pre_mild_suboptimal,0.10969618190706298,P_cent1_mild_suboptimal,0.1533554228347683,P_cent2_mild_suboptimal,0.12340235679393612,P_post_mild_suboptimal,0.14694804175509135,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,13.256207627183498,86.7437923728165,Grade B,Grade B,Score-based certification,10,3.256207627183498
fluid_mild_suboptimal_462,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.16537317609299704,P_pre_mild_suboptimal,0.134367008593488,P_cent1_mild_suboptimal,0.14529233181472734,P_cent2_mild_suboptimal,0.15731913995692925,P_post_mild_suboptimal,0.15732350509960408,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,15.50909415646819,84.4909058435318,Grade B,Grade B,Score-based certification,20,4.490905843531809
fluid_mild_suboptimal_463,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1405167372757969,P_pre_mild_suboptimal,0.14276110900323447,P_cent1_mild_suboptimal,0.1173099470875188,P_cent2_mild_suboptimal,0.14448380242144687,P_post_mild_suboptimal,0.14478090140175628,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,14.039216807670458,85.96078319232954,Grade B,Grade B,Score-based certification,10,4.039216807670458
fluid_mild_suboptimal_464,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.12561478039920887,P_pre_mild_suboptimal,0.1132777715795406,P_cent1_mild_suboptimal,0.15332251466104008,P_cent2_mild_suboptimal,0.12432020652120418,P_post_mild_suboptimal,0.15448882737596936,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,13.349459947103092,86.6505400528969,Grade B,Grade B,Score-based certification,10,3.3494599471030924
fluid_mild_suboptimal_465,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.19565462334706196,P_pre_mild_suboptimal,0.21940261105836623,P_cent1_mild_suboptimal,0.19960605862836925,P_cent2_mild_suboptimal,0.22230826915694007,P_post_mild_suboptimal,0.2048647969240022,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,20.7245237588099,79.27547624119009,Grade C,Grade C,Score-based certification,20,0.7245237588099016
fluid_mild_suboptimal_466,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.15020276385581702,P_pre_mild_suboptimal,0.15739821613229388,P_cent1_mild_suboptimal,0.11761365575910922,P_cent2_mild_suboptimal,0.1306638396243227,P_post_mild_suboptimal,0.13553906300521915,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,14.044946082866943,85.95505391713306,Grade B,Grade B,Score-based certification,10,4.044946082866943
fluid_mild_suboptimal_467,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1533450827995882,P_pre_mild_suboptimal,0.1631398019369949,P_cent1_mild_suboptimal,0.12195761237043067,P_cent2_mild_suboptimal,0.15798642923881467,P_post_mild_suboptimal,0.14241624252120555,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,14.987160284553308,85.01283971544669,Grade B,Grade B,Score-based certification,10,4.987160284553308
fluid_mild_suboptimal_468,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.15090616613485333,P_pre_mild_suboptimal,0.15070803047353565,P_cent1_mild_suboptimal,0.12956612344595436,P_cent2_mild_suboptimal,0.15213633609775215,P_post_mild_suboptimal,0.16773663796852087,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,15.319609346776243,84.68039065322375,Grade B,Grade B,Score-based certification,20,4.680390653223757
fluid_mild_suboptimal_469,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.11729526502581432,P_pre_mild_suboptimal,0.13785783074436442,P_cent1_mild_suboptimal,0.14314828977582322,P_cent2_mild_suboptimal,0.11131243737272331,P_post_mild_suboptimal,0.13567953182776413,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,12.636445352846698,87.36355464715331,Grade B,Grade B,Score-based certification,10,2.636445352846698
fluid_mild_suboptimal_470,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1333973216795733,P_pre_mild_suboptimal,0.1401783043398768,P_cent1_mild_suboptimal,0.12175413966003608,P_cent2_mild_suboptimal,0.14310629283755746,P_post_mild_suboptimal,0.10997428212793939,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,12.933618522035346,87.06638147796465,Grade B,Grade B,Score-based certification,10,2.9336185220353457
fluid_mild_suboptimal_471,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.12646116883100134,P_pre_mild_suboptimal,0.12384201259847256,P_cent1_mild_suboptimal,0.11876120291365917,P_cent2_mild_suboptimal,0.1461782377870124,P_post_mild_suboptimal,0.12519464885349157,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,12.892508260121259,87.10749173987874,Grade B,Grade B,Score-based certification,10,2.892508260121259
fluid_mild_suboptimal_472,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1301666091026053,P_pre_mild_suboptimal,0.1577460968980312,P_cent1_mild_suboptimal,0.16680597363536978,P_cent2_mild_suboptimal,0.13486918881161722,P_post_mild_suboptimal,0.17599156018156184,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,15.036422243673716,84.96357775632629,Grade B,Grade B,Score-based certification,20,4.963577756326284
fluid_mild_suboptimal_473,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.12428317283115259,P_pre_mild_suboptimal,0.12361371200574334,P_cent1_mild_suboptimal,0.1264515672416532,P_cent2_mild_suboptimal,0.1118220459626657,P_post_mild_suboptimal,0.13314067835793036,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,12.412174415638834,87.58782558436117,Grade B,Grade B,Score-based certification,10,2.412174415638834
fluid_mild_suboptimal_474,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.12319652134214364,P_pre_mild_suboptimal,0.15362693293920554,P_cent1_mild_suboptimal,0.13175224956618373,P_cent2_mild_suboptimal,0.13534305326484605,P_post_mild_suboptimal,0.08775906713852694,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,12.218659873774325,87.78134012622567,Grade B,Grade B,Score-based certification,10,2.2186598737743246
fluid_mild_suboptimal_475,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1241221684127704,P_pre_mild_suboptimal,0.1330107985546881,P_cent1_mild_suboptimal,0.15140719419462986,P_cent2_mild_suboptimal,0.1418389629801221,P_post_mild_suboptimal,0.15568706319297865,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,13.961854812076641,86.03814518792336,Grade B,Grade B,Score-based certification,10,3.9618548120766413
fluid_mild_suboptimal_476,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.17054567319813532,P_pre_mild_suboptimal,0.13610329843724173,P_cent1_mild_suboptimal,0.1425479220898369,P_cent2_mild_suboptimal,0.20095681370777138,P_post_mild_suboptimal,0.1489482177137312,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,16.32624061039976,83.67375938960024,Grade B,Grade B,Score-based certification,20,3.6737593896002387
fluid_mild_suboptimal_477,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.17791022742141627,P_pre_mild_suboptimal,0.18882648911012048,P_cent1_mild_suboptimal,0.19029494919236364,P_cent2_mild_suboptimal,0.1727052983503509,P_post_mild_suboptimal,0.16976706703390393,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,17.77093629407255,82.22906370592744,Grade B,Grade B,Score-based certification,20,2.2290637059274516
fluid_mild_suboptimal_478,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.16541370296584496,P_pre_mild_suboptimal,0.1417809157431135,P_cent1_mild_suboptimal,0.14133509519083573,P_cent2_mild_suboptimal,0.18366421104904238,P_post_mild_suboptimal,0.16370009530328916,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,16.268262380593484,83.73173761940652,Grade B,Grade B,Score-based certification,20,3.731737619406516
fluid_mild_suboptimal_479,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.11133315724959203,P_pre_mild_suboptimal,0.10353855962783848,P_cent1_mild_suboptimal,0.13910771153097842,P_cent2_mild_suboptimal,0.12219547167236576,P_post_mild_suboptimal,0.14455281828211408,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,12.341880117715288,87.65811988228471,Grade B,Grade B,Score-based certification,10,2.341880117715288
fluid_mild_suboptimal_480,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1670628360070629,P_pre_mild_suboptimal,0.1292140145366497,P_cent1_mild_suboptimal,0.18190283667323937,P_cent2_mild_suboptimal,0.14849400387638056,P_post_mild_suboptimal,0.1722974550698386,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,16.046440119267604,83.9535598807324,Grade B,Grade B,Score-based certification,20,3.9535598807323957
fluid_mild_suboptimal_481,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1419829759833343,P_pre_mild_suboptimal,0.16370580604147428,P_cent1_mild_suboptimal,0.15281366220721948,P_cent2_mild_suboptimal,0.15202011833244375,P_post_mild_suboptimal,0.15411469519421805,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,15.136482738698664,84.86351726130134,Grade B,Grade B,Score-based certification,20,4.863517261301336
fluid_mild_suboptimal_482,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.13640623811469,P_pre_mild_suboptimal,0.13049754765674101,P_cent1_mild_suboptimal,0.1254801303050825,P_cent2_mild_suboptimal,0.14409804985447572,P_post_mild_suboptimal,0.1219213706222658,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,13.234446923988799,86.7655530760112,Grade B,Grade B,Score-based certification,10,3.2344469239887985
fluid_mild_suboptimal_483,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1637717630828598,P_pre_mild_suboptimal,0.17481883647432192,P_cent1_mild_suboptimal,0.18501609359251375,P_cent2_mild_suboptimal,0.14310559099738757,P_post_mild_suboptimal,0.1652511440493137,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,16.378986796706354,83.62101320329364,Grade B,Grade B,Score-based certification,20,3.6210132032936464
fluid_mild_suboptimal_484,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.13440959464707516,P_pre_mild_suboptimal,0.1466763867595462,P_cent1_mild_suboptimal,0.13751264865620122,P_cent2_mild_suboptimal,0.12364174006654602,P_post_mild_suboptimal,0.13018436673668124,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,13.335004097115409,86.66499590288458,Grade B,Grade B,Score-based certification,10,3.3350040971154087
fluid_mild_suboptimal_485,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1672343645443753,P_pre_mild_suboptimal,0.16553287803120414,P_cent1_mild_suboptimal,0.18968057284831702,P_cent2_mild_suboptimal,0.1325897716749723,P_post_mild_suboptimal,0.1868352823677448,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,16.719507327975556,83.28049267202445,Grade B,Grade B,Score-based certification,20,3.280492672024444
fluid_mild_suboptimal_486,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.13344467435552873,P_pre_mild_suboptimal,0.14920734979933176,P_cent1_mild_suboptimal,0.17763502415756402,P_cent2_mild_suboptimal,0.13422946754790743,P_post_mild_suboptimal,0.14711779928053087,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,14.380335052202899,85.6196649477971,Grade B,Grade B,Score-based certification,10,4.3803350522028985
fluid_mild_suboptimal_487,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.15071667757405485,P_pre_mild_suboptimal,0.128674756425477,P_cent1_mild_suboptimal,0.12835801846176764,P_cent2_mild_suboptimal,0.15753387719068784,P_post_mild_suboptimal,0.1501583119958296,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,14.639837201930973,85.36016279806903,Grade B,Grade B,Score-based certification,10,4.639837201930973
fluid_mild_suboptimal_488,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.14527174572107357,P_pre_mild_suboptimal,0.15050210453471652,P_cent1_mild_suboptimal,0.15216609147999852,P_cent2_mild_suboptimal,0.1016153919892865,P_post_mild_suboptimal,0.14400340880791815,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,13.769737914436625,86.23026208556337,Grade B,Grade B,Score-based certification,10,3.769737914436625
fluid_mild_suboptimal_489,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.14620540453898764,P_pre_mild_suboptimal,0.16025189528444522,P_cent1_mild_suboptimal,0.13554356083063857,P_cent2_mild_suboptimal,0.16399384991999916,P_post_mild_suboptimal,0.1611640408354205,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,15.454354193028188,84.5456458069718,Grade B,Grade B,Score-based certification,20,4.545645806971812
fluid_mild_suboptimal_490,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.13678065413431986,P_pre_mild_suboptimal,0.16601095935326254,P_cent1_mild_suboptimal,0.1303561408998067,P_cent2_mild_suboptimal,0.16037329697976718,P_post_mild_suboptimal,0.177442728749877,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,15.540679581668869,84.45932041833113,Grade B,Grade B,Score-based certification,20,4.4593204183311315
fluid_mild_suboptimal_491,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1557574131472274,P_pre_mild_suboptimal,0.16367670321281913,P_cent1_mild_suboptimal,0.16489737552186276,P_cent2_mild_suboptimal,0.16559722588457246,P_post_mild_suboptimal,0.15830407579584568,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,16.04639311041533,83.95360688958468,Grade B,Grade B,Score-based certification,20,3.9536068895846697
fluid_mild_suboptimal_492,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.15842204025027065,P_pre_mild_suboptimal,0.11508500707087829,P_cent1_mild_suboptimal,0.13593012929709347,P_cent2_mild_suboptimal,0.13872986870157683,P_post_mild_suboptimal,0.14840874427102546,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,14.323053587349403,85.6769464126506,Grade B,Grade B,Score-based certification,10,4.323053587349403
fluid_mild_suboptimal_493,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.17501994206465143,P_pre_mild_suboptimal,0.1760889479111548,P_cent1_mild_suboptimal,0.18547778269507895,P_cent2_mild_suboptimal,0.19772597163275182,P_post_mild_suboptimal,0.17154629822642803,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,17.98988719587339,82.0101128041266,Grade B,Grade B,Score-based certification,20,2.01011280412661
fluid_mild_suboptimal_494,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1643135651671663,P_pre_mild_suboptimal,0.18735048371462296,P_cent1_mild_suboptimal,0.2105067243257068,P_cent2_mild_suboptimal,0.22391413982485903,P_post_mild_suboptimal,0.19410808118940548,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,19.175716280223718,80.82428371977628,Grade B,Grade B,Score-based certification,20,0.8242837197762825
fluid_mild_suboptimal_495,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1398930265009906,P_pre_mild_suboptimal,0.11605791317425615,P_cent1_mild_suboptimal,0.12017554203957058,P_cent2_mild_suboptimal,0.11033141798652936,P_post_mild_suboptimal,0.1379418794257622,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,12.794590258413908,87.2054097415861,Grade B,Grade B,Score-based certification,10,2.7945902584139084
fluid_mild_suboptimal_496,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.14118499939960713,P_pre_mild_suboptimal,0.15131501724570395,P_cent1_mild_suboptimal,0.1250158033257123,P_cent2_mild_suboptimal,0.09528229023726487,P_post_mild_suboptimal,0.1301742566628511,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,12.915435495247472,87.08456450475254,Grade B,Grade B,Score-based certification,10,2.915435495247472
fluid_mild_suboptimal_497,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.11950709690846271,P_pre_mild_suboptimal,0.11616745761332949,P_cent1_mild_suboptimal,0.12770375520102972,P_cent2_mild_suboptimal,0.11676927439206142,P_post_mild_suboptimal,0.12974405285715773,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,12.183749132734293,87.81625086726571,Grade B,Grade B,Score-based certification,10,2.1837491327342935
fluid_mild_suboptimal_498,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.15349723290548098,P_pre_mild_suboptimal,0.1515952495694905,P_cent1_mild_suboptimal,0.13846857170993188,P_cent2_mild_suboptimal,0.14610995864040274,P_post_mild_suboptimal,0.16540108072951082,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,15.32075763885193,84.67924236114807,Grade B,Grade B,Score-based certification,20,4.67924236114807
fluid_mild_suboptimal_499,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.17119652398303978,P_pre_mild_suboptimal,0.15950480816516902,P_cent1_mild_suboptimal,0.1867602825768248,P_cent2_mild_suboptimal,0.18775200571462322,P_post_mild_suboptimal,0.16023428916520446,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,17.156968011159552,82.84303198884045,Grade B,Grade B,Score-based certification,20,2.8430319888404476
fluid_mild_suboptimal_500,fluid,mild_suboptimal,Grade B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1219058823408749,P_pre_mild_suboptimal,0.1196745917547532,P_cent1_mild_suboptimal,0.11598639060721867,P_cent2_mild_suboptimal,0.10498623570757905,P_post_mild_suboptimal,0.13275318329364932,P_store_mild_suboptimal,NA,NA,NA,NA,NA,NA,NA,NA,1,12.030713549112544,87.96928645088745,Grade B,Grade B,Score-based certification,10,2.0307135491125443
